data.\cup0.jpg	0	0.00480769	0	0	0.00480769	0	0.0240385	0.00480769	0.0769231	0	0.00961538	0.00961538	0.0192308	0.00480769	0.00480769	0.0144231	0	0.0288462	0.0432692	0.0192308	0.0384615	0.0432692	0.0288462	0.00480769	0.0288462	0.00961538	0	0.00961538	0.00480769	0	0.0336538	0	0	0.0144231	0.0144231	0	0.00961538	0.0144231	0.00480769	0.00480769	0	0.00480769	0	0.00480769	0.00480769	0.00480769	0	0.00480769	0	0	0	0.00480769	0.00961538	0	0.0384615	0.00961538	0.0528846	0.00961538	0	0	0	0	0	0	0	0.00480769	0	0	0.00480769	0.00480769	0	0.00480769	0.0240385	0.0432692	0	0.0192308	0	0	0.00480769	0.00961538	0.0673077	0.0625	0.0144231	0	0.00480769	0	0	0	0.00480769	0.00480769	0.00961538	0	0.00961538	0.00480769	0	0.0144231	0	0	0	0	
data.\cup1.jpg	0	0.0126582	0.00421941	0	0	0	0.0168776	0.0126582	0.0675105	0	0.00421941	0.00421941	0.00421941	0	0.00421941	0.0421941	0	0.021097	0.0379747	0.00843882	0.0337553	0.0295359	0.0253165	0.0126582	0.0421941	0	0.00843882	0.00843882	0.00421941	0	0.0379747	0.00421941	0.00843882	0.0126582	0.0126582	0	0.021097	0.0253165	0	0.00843882	0	0.00843882	0	0	0.0126582	0.00421941	0.00421941	0.00421941	0	0	0.00421941	0	0	0	0.021097	0.0464135	0.0548523	0.00843882	0	0.00421941	0	0	0	0	0.00421941	0.0126582	0.00421941	0	0.00421941	0	0	0.0168776	0.00421941	0.0337553	0	0.0168776	0.00421941	0.00843882	0	0.00843882	0.0801688	0.0421941	0.00421941	0	0.00421941	0	0.00421941	0.00421941	0	0.00421941	0.00843882	0	0.00843882	0.00421941	0	0.00421941	0	0	0.00421941	0	
data.\cup2.jpg	0	0.0236967	0.00789889	0.00157978	0.042654	0.00315956	0.014218	0.00157978	0.0252765	0.00315956	0.00157978	0.0126382	0.00789889	0.00315956	0.00157978	0.0363349	0.00631912	0.0126382	0.0300158	0.0126382	0.0205371	0.0221169	0.0126382	0.00789889	0.0221169	0.00315956	0.00315956	0.0221169	0.00789889	0	0.00631912	0.00315956	0.00315956	0.00157978	0.0205371	0.014218	0.00947867	0.0126382	0.00473934	0.014218	0.00157978	0.0221169	0.00631912	0.00473934	0.00789889	0.0126382	0.00315956	0.00789889	0.00631912	0.00789889	0.0268562	0.0173776	0.00315956	0.00315956	0.00947867	0.0189573	0.0315956	0.014218	0.00315956	0.00473934	0.00157978	0.0126382	0.00315956	0	0.00631912	0.0379147	0.00473934	0.00315956	0.00947867	0.0157978	0	0.0110585	0.00157978	0.0173776	0.00789889	0.00789889	0	0.00315956	0.00473934	0.00631912	0.0252765	0.0157978	0.0331754	0	0.00315956	0.00315956	0.00789889	0.00315956	0.00315956	0.00631912	0.00789889	0.0126382	0.00789889	0.00789889	0.00631912	0.00315956	0.0173776	0	0.00631912	0.00157978	
data.\cup3.jpg	0.000856164	0.00342466	0.0171233	0.00428082	0.0299658	0.000856164	0.00684932	0.00770548	0.0128425	0.0445205	0.00428082	0.00770548	0.00171233	0.00599315	0.00171233	0.0333904	0.000856164	0.0128425	0.0171233	0.0111301	0.0145548	0.0171233	0.00513699	0.00770548	0.0171233	0.00684932	0.00256849	0.00856164	0.00599315	0.000856164	0.00684932	0.00770548	0.00342466	0.00599315	0.0205479	0.0136986	0.00171233	0.00941781	0.00171233	0.010274	0	0.0119863	0.00770548	0.0196918	0.00513699	0.010274	0.00428082	0.00513699	0	0.00856164	0.0196918	0.0179795	0.00684932	0.00599315	0.00770548	0.00856164	0.010274	0.00342466	0.000856164	0.00770548	0.00256849	0.0119863	0.00770548	0.00941781	0.00171233	0.0162671	0.0111301	0.00941781	0.00856164	0.0188356	0.00256849	0.00684932	0.0162671	0.010274	0.0273973	0.00770548	0.00941781	0.00599315	0.00171233	0.00684932	0.010274	0.0205479	0.0136986	0.000856164	0.0162671	0.00256849	0.0171233	0.00171233	0.00941781	0.00684932	0.00428082	0.0693493	0.00684932	0.0291096	0.00513699	0.00256849	0.0248288	0	0.00342466	0.00770548	
data.\cup4.jpg	0	0.0429043	0.00990099	0.00660066	0.00660066	0.00330033	0.0165017	0.00990099	0.00990099	0.00330033	0.00330033	0.00990099	0.0132013	0	0.00330033	0.039604	0.00330033	0.0264026	0.00990099	0.0165017	0.00660066	0.00660066	0	0.0231023	0.00330033	0.0231023	0.0132013	0.0165017	0.00660066	0	0.0231023	0.00990099	0.00990099	0	0.00660066	0.0165017	0.0132013	0.00660066	0.00660066	0.039604	0.00660066	0.00990099	0.0165017	0	0	0.0231023	0	0.00330033	0	0.029703	0.00990099	0.029703	0.0165017	0.0132013	0.00330033	0.019802	0.0132013	0.0132013	0	0.00330033	0.00330033	0.00990099	0.019802	0.00990099	0.0132013	0.00990099	0.00990099	0.019802	0.0231023	0.00990099	0	0.00990099	0	0.00660066	0.00330033	0	0.0165017	0.00990099	0.00990099	0.00330033	0.019802	0.00990099	0.00660066	0	0.0132013	0	0.0132013	0	0.00990099	0	0.00990099	0.00660066	0.00660066	0.00330033	0.019802	0.00330033	0.00660066	0	0	0.00660066	
data.\cup5.jpg	0.00775194	0.0155039	0	0.00775194	0	0	0.0852713	0.00775194	0.0155039	0.00775194	0	0.00775194	0	0.00775194	0.00775194	0.0232558	0.00775194	0.100775	0.0387597	0	0.0387597	0.00775194	0.00775194	0	0.00775194	0.00775194	0	0	0	0.00775194	0.0232558	0	0.00775194	0.00775194	0.0232558	0.0232558	0.00775194	0	0	0.00775194	0	0.00775194	0.00775194	0.0155039	0.00775194	0.0155039	0.0155039	0.0155039	0	0.00775194	0.00775194	0.00775194	0.0155039	0.00775194	0.00775194	0.0542636	0	0	0	0.00775194	0	0	0	0	0.00775194	0.0310078	0.00775194	0	0.0155039	0	0	0	0	0.0232558	0.0232558	0	0.0232558	0	0	0.0155039	0.0155039	0.0155039	0	0.00775194	0	0	0	0	0	0.00775194	0.00775194	0.00775194	0.00775194	0.0310078	0.00775194	0.0155039	0.00775194	0	0	0	
data.\cup6.jpg	0	0.0272109	0	0	0	0.00680272	0.0408163	0.047619	0.0748299	0	0.0136054	0.0136054	0.00680272	0	0.00680272	0.0136054	0.00680272	0.0272109	0.0408163	0	0.0204082	0	0.0272109	0.0204082	0.00680272	0.00680272	0.0204082	0.00680272	0.00680272	0	0.00680272	0	0.00680272	0.00680272	0	0.00680272	0	0.00680272	0.0136054	0.00680272	0.0204082	0.00680272	0.0204082	0	0	0.0204082	0	0	0	0.00680272	0.00680272	0	0.00680272	0.0204082	0	0.0884354	0.0136054	0	0.00680272	0.00680272	0.0136054	0	0.00680272	0	0.0204082	0	0	0.0408163	0.00680272	0.00680272	0	0.00680272	0.00680272	0.0204082	0.00680272	0	0.0204082	0.00680272	0	0.0136054	0.00680272	0	0.00680272	0	0	0.00680272	0	0.00680272	0.00680272	0.00680272	0	0	0.0272109	0.00680272	0	0.0136054	0	0	0.00680272	0.00680272	
data.\cup7.jpg	0	0	0	0	0.00487805	0.00487805	0.0731707	0.0292683	0.0097561	0	0.0097561	0.00487805	0.0146341	0.00487805	0.00487805	0.0341463	0	0.0243902	0.0195122	0.0536585	0.0487805	0.0097561	0.0097561	0.0195122	0.0146341	0.0243902	0.0097561	0.00487805	0.0097561	0	0.0146341	0.0097561	0	0.00487805	0.0292683	0	0.0341463	0.0195122	0.00487805	0.0097561	0	0.0243902	0.0146341	0.0243902	0.00487805	0	0	0	0	0.00487805	0.00487805	0.00487805	0.00487805	0	0.0146341	0.0292683	0.0292683	0	0	0.0195122	0.0097561	0	0	0.00487805	0.0097561	0.0243902	0	0.0097561	0	0	0	0.0146341	0.00487805	0.0341463	0.0097561	0.0146341	0	0	0.0097561	0	0.0390244	0.0097561	0	0.00487805	0.00487805	0	0.0097561	0	0	0.00487805	0.0097561	0	0	0	0.0097561	0	0.00487805	0	0.00487805	0	
data.\cup8.jpg	0.027027	0	0	0	0	0	0	0.0540541	0.0540541	0	0.0135135	0	0	0	0	0	0	0	0	0.0810811	0.0540541	0	0.0810811	0	0	0.027027	0	0	0	0	0	0.0135135	0	0	0	0	0.0135135	0	0.0135135	0.0135135	0.0135135	0.027027	0.0135135	0	0	0	0	0.0135135	0	0	0.0135135	0.0135135	0	0	0.0135135	0.0135135	0.0540541	0.027027	0	0.0135135	0.027027	0.0135135	0	0	0	0.027027	0	0	0	0	0	0	0.0135135	0.027027	0.0135135	0.0135135	0.0135135	0.0135135	0	0	0.0135135	0.0540541	0	0	0	0	0	0	0	0	0.0135135	0	0.027027	0.0135135	0.027027	0.027027	0	0	0	0	
data.\cup9.jpg	0.00961538	0.0769231	0	0	0	0	0	0.00961538	0.0384615	0.00961538	0.0384615	0.0192308	0.0288462	0.00961538	0	0.0480769	0	0	0	0.0192308	0.0480769	0	0.0288462	0	0	0.00961538	0	0	0.00961538	0	0.0192308	0.0288462	0	0	0	0.00961538	0.00961538	0	0	0	0.0288462	0.0192308	0	0	0	0	0	0.00961538	0.00961538	0	0	0	0	0	0.0288462	0.0192308	0.0384615	0	0	0	0.00961538	0	0	0	0	0.0961538	0	0.0288462	0.00961538	0	0	0	0.0192308	0.0288462	0.00961538	0.00961538	0	0	0	0	0.0192308	0	0.0288462	0.00961538	0.00961538	0	0	0.00961538	0	0	0.00961538	0.0288462	0	0	0	0	0	0.0192308	0.00961538	0.0192308	
